session_id,customer_id,session_date,device_type,traffic_source
6382,2966,2024-03-09,Mobile,Facebook Ads
6383,1706,2024-01-16,Tablet,Facebook Ads
6384,1520,2024-04-08,Tablet,Organic
6385,329,2024-09-12,Mobile,Organic
6386,2270,2024-03-02,Tablet,Organic
6387,318,2024-03-14,Desktop,Organic
6388,596,2024-08-15,Desktop,Facebook Ads
6389,837,2024-02-05,Desktop,Google Ads
6390,156,2024-10-05,Desktop,Organic
6391,2458,2024-02-23,Mobile,Google Ads
6392,18,2024-06-02,Tablet,Google Ads
6393,1941,2024-12-19,Mobile,Google Ads
6394,126,2024-06-30,Desktop,Organic
6395,1691,2024-05-10,Mobile,Organic
6396,1879,2024-07-07,Mobile,Organic
6397,2745,2024-07-20,Mobile,Organic
6398,247,2024-05-24,Desktop,Organic
6399,2475,2024-07-17,Mobile,Facebook Ads
6400,20,2024-03-30,Tablet,Facebook Ads
6401,1166,2024-09-17,Tablet,Google Ads
6402,328,2024-07-19,Tablet,Google Ads
6403,609,2024-01-29,Tablet,Google Ads
6404,891,2024-03-17,Tablet,Google Ads
6405,1197,2024-10-03,Desktop,Facebook Ads
6406,514,2024-08-28,Desktop,Organic
6407,838,2024-09-18,Tablet,Google Ads
6408,2273,2024-02-05,Tablet,Facebook Ads
6409,2880,2024-02-13,Mobile,Facebook Ads
6410,987,2024-11-30,Desktop,Google Ads
6411,1962,2024-11-24,Desktop,Google Ads
6412,1060,2024-01-10,Tablet,Google Ads
6413,2206,2024-07-26,Desktop,Google Ads
6414,219,2024-03-17,Mobile,Organic
6415,2442,2024-03-05,Tablet,Organic
6416,166,2024-06-18,Mobile,Google Ads
6417,2642,2024-10-11,Desktop,Organic
6418,1047,2024-02-02,Tablet,Google Ads
6419,1129,2024-12-22,Mobile,Google Ads
6420,1719,2024-11-17,Tablet,Google Ads
6421,1729,2024-11-24,Desktop,Organic
6422,1678,2024-06-07,Tablet,Facebook Ads
6423,1131,2024-01-04,Tablet,Organic
6424,1489,2024-02-19,Desktop,Facebook Ads
6425,1716,2024-12-27,Tablet,Facebook Ads
6426,816,2024-06-09,Tablet,Organic
6427,2193,2024-02-13,Desktop,Google Ads
6428,2783,2024-02-25,Desktop,Facebook Ads
6429,1027,2024-07-20,Tablet,Google Ads
6430,2277,2024-12-03,Desktop,Facebook Ads
6431,2202,2024-10-02,Tablet,Google Ads
6432,2046,2024-01-26,Desktop,Facebook Ads
6433,962,2024-09-09,Desktop,Google Ads
6434,974,2024-10-14,Tablet,Organic
6435,739,2024-03-31,Tablet,Organic
6436,2602,2024-03-02,Desktop,Organic
6437,1436,2024-03-01,Desktop,Organic
6438,2810,2024-05-17,Tablet,Facebook Ads
6439,1875,2024-03-03,Tablet,Google Ads
6440,2320,2024-02-25,Desktop,Organic
6441,1357,2024-03-24,Mobile,Organic
6442,1856,2024-08-12,Tablet,Organic
6443,1454,2024-09-20,Desktop,Facebook Ads
6444,448,2024-06-05,Tablet,Facebook Ads
6445,2039,2024-12-22,Desktop,Organic
6446,889,2024-01-13,Mobile,Organic
6447,480,2024-09-02,Mobile,Google Ads
6448,2142,2024-12-28,Mobile,Organic
6449,1854,2024-04-14,Tablet,Google Ads
6450,1139,2024-05-15,Mobile,Facebook Ads
6451,2951,2024-11-21,Mobile,Google Ads
6452,1778,2024-08-26,Tablet,Organic
6453,1157,2024-03-01,Desktop,Google Ads
6454,2763,2024-04-16,Desktop,Google Ads
6455,706,2024-11-08,Tablet,Google Ads
6456,763,2024-04-17,Desktop,Google Ads
6457,2397,2024-04-26,Mobile,Google Ads
6458,2728,2024-09-09,Tablet,Organic
6459,203,2024-01-22,Mobile,Organic
6460,1793,2024-08-07,Desktop,Facebook Ads
6461,2697,2024-07-11,Mobile,Organic
6462,2182,2024-07-15,Tablet,Facebook Ads
6463,2120,2024-08-08,Tablet,Google Ads
6464,259,2024-02-01,Desktop,Google Ads
6465,2484,2024-11-19,Tablet,Facebook Ads
6466,1079,2024-04-15,Tablet,Google Ads
6467,2537,2024-04-05,Desktop,Facebook Ads
6468,44,2024-07-03,Mobile,Facebook Ads
6469,524,2024-04-18,Tablet,Facebook Ads
6470,1624,2024-11-20,Desktop,Organic
6471,1703,2024-07-02,Desktop,Google Ads
6472,2431,2024-07-01,Mobile,Organic
6473,836,2024-03-07,Mobile,Organic
6474,386,2024-10-24,Mobile,Facebook Ads
6475,2720,2024-03-22,Tablet,Google Ads
6476,1028,2024-09-21,Mobile,Google Ads
6477,383,2024-04-18,Tablet,Facebook Ads
6478,1183,2024-01-04,Tablet,Facebook Ads
6479,164,2024-12-04,Tablet,Organic
6480,837,2024-04-06,Desktop,Facebook Ads
6481,702,2024-08-24,Mobile,Google Ads
6482,2440,2024-03-11,Desktop,Google Ads
6483,1427,2024-08-21,Desktop,Facebook Ads
6484,953,2024-07-02,Tablet,Google Ads
6485,2843,2024-03-16,Tablet,Organic
6486,2221,2024-06-03,Mobile,Google Ads
6487,253,2024-09-19,Desktop,Google Ads
6488,1882,2024-06-16,Mobile,Google Ads
6489,2843,2024-10-25,Tablet,Facebook Ads
6490,2397,2024-09-19,Desktop,Google Ads
6491,635,2024-09-01,Mobile,Organic
6492,2195,2024-01-15,Tablet,Facebook Ads
6493,1218,2024-08-11,Desktop,Facebook Ads
6494,2238,2024-03-27,Tablet,Google Ads
6495,2807,2024-06-14,Mobile,Organic
6496,2313,2024-09-30,Mobile,Google Ads
6497,944,2024-06-16,Tablet,Facebook Ads
6498,832,2024-06-26,Mobile,Facebook Ads
6499,850,2024-03-27,Tablet,Google Ads
6500,694,2024-07-06,Desktop,Facebook Ads
6501,510,2024-07-29,Desktop,Google Ads
6502,238,2024-02-10,Tablet,Facebook Ads
6503,2437,2024-06-26,Tablet,Facebook Ads
6504,2924,2024-10-18,Mobile,Organic
6505,1010,2024-03-28,Mobile,Organic
6506,598,2024-05-05,Mobile,Organic
6507,2831,2024-07-30,Desktop,Google Ads
6508,2206,2024-11-10,Tablet,Google Ads
6509,1540,2024-04-18,Mobile,Organic
6510,1431,2024-11-11,Mobile,Facebook Ads
6511,1464,2024-05-21,Tablet,Facebook Ads
6512,926,2024-01-04,Mobile,Facebook Ads
6513,502,2024-07-14,Tablet,Facebook Ads
6514,2359,2024-04-08,Tablet,Google Ads
6515,1069,2024-07-11,Desktop,Facebook Ads
6516,2691,2024-07-21,Tablet,Google Ads
6517,1388,2024-12-06,Mobile,Organic
6518,1840,2024-09-04,Tablet,Facebook Ads
6519,395,2024-10-24,Desktop,Organic
6520,780,2024-01-26,Desktop,Facebook Ads
6521,2677,2024-09-19,Mobile,Facebook Ads
6522,1982,2024-04-09,Desktop,Organic
6523,1688,2024-02-10,Tablet,Google Ads
6524,1952,2024-09-22,Desktop,Google Ads
6525,617,2024-02-03,Tablet,Facebook Ads
6526,2867,2024-08-01,Mobile,Organic
6527,890,2024-08-30,Tablet,Organic
6528,841,2024-04-20,Mobile,Google Ads
6529,394,2024-09-08,Desktop,Organic
6530,2593,2024-03-22,Mobile,Organic
6531,1449,2024-12-06,Desktop,Organic
6532,598,2024-04-21,Mobile,Google Ads
6533,379,2024-01-21,Tablet,Facebook Ads
6534,781,2024-11-17,Mobile,Organic
6535,1537,2024-09-11,Desktop,Facebook Ads
6536,659,2024-06-01,Desktop,Google Ads
6537,197,2024-07-23,Desktop,Organic
6538,2552,2024-02-22,Desktop,Organic
6539,1230,2024-12-15,Desktop,Facebook Ads
6540,1166,2024-11-25,Mobile,Google Ads
6541,2534,2024-08-21,Mobile,Google Ads
6542,644,2024-10-02,Mobile,Google Ads
6543,987,2024-11-03,Desktop,Organic
6544,335,2024-11-20,Mobile,Google Ads
6545,2210,2024-05-13,Tablet,Facebook Ads
6546,2068,2024-12-15,Mobile,Google Ads
6547,462,2024-05-14,Mobile,Organic
6548,855,2024-01-07,Desktop,Facebook Ads
6549,1532,2024-08-25,Mobile,Google Ads
6550,2142,2024-09-21,Desktop,Facebook Ads
6551,1930,2024-02-13,Mobile,Facebook Ads
6552,2108,2024-05-05,Desktop,Google Ads
6553,1739,2024-07-21,Tablet,Facebook Ads
6554,462,2024-09-06,Tablet,Organic
6555,1151,2024-05-25,Tablet,Google Ads
6556,1447,2024-09-28,Mobile,Facebook Ads
6557,633,2024-08-25,Mobile,Facebook Ads
6558,2983,2024-05-06,Mobile,Facebook Ads
6559,2943,2024-12-16,Tablet,Facebook Ads
6560,1601,2024-06-09,Desktop,Facebook Ads
6561,728,2024-10-27,Desktop,Organic
6562,2377,2024-09-22,Tablet,Organic
6563,441,2024-06-12,Mobile,Google Ads
6564,933,2024-03-03,Tablet,Google Ads
6565,1705,2024-01-13,Tablet,Organic
6566,2942,2024-02-22,Tablet,Organic
6567,575,2024-10-31,Tablet,Facebook Ads
6568,978,2024-01-18,Mobile,Organic
6569,1346,2024-04-08,Tablet,Organic
6570,186,2024-09-12,Mobile,Facebook Ads
6571,1460,2024-02-14,Desktop,Facebook Ads
6572,1496,2024-03-21,Tablet,Google Ads
6573,1576,2024-10-08,Desktop,Organic
6574,159,2024-09-07,Desktop,Google Ads
6575,2077,2024-08-28,Desktop,Organic
6576,2508,2024-03-30,Tablet,Organic
6577,450,2024-02-18,Desktop,Google Ads
6578,732,2024-12-21,Tablet,Facebook Ads
6579,2230,2024-11-06,Tablet,Facebook Ads
6580,1505,2024-02-01,Tablet,Google Ads
6581,2016,2024-03-12,Desktop,Facebook Ads
6582,2467,2024-07-06,Tablet,Google Ads
6583,1453,2024-07-15,Tablet,Google Ads
6584,2392,2024-10-07,Tablet,Google Ads
6585,729,2024-10-25,Tablet,Organic
6586,1459,2024-10-07,Tablet,Organic
6587,1301,2024-05-17,Mobile,Organic
6588,2566,2024-04-06,Desktop,Facebook Ads
6589,182,2024-05-01,Mobile,Google Ads
6590,851,2024-05-01,Mobile,Google Ads
6591,2211,2024-10-27,Mobile,Facebook Ads
6592,1418,2024-11-16,Desktop,Organic
6593,2950,2024-03-31,Mobile,Organic
6594,1717,2024-09-10,Tablet,Google Ads
6595,1270,2024-09-21,Tablet,Organic
6596,2253,2024-12-31,Desktop,Google Ads
6597,372,2024-05-13,Desktop,Google Ads
6598,538,2024-05-19,Desktop,Google Ads
6599,377,2024-08-16,Tablet,Organic
6600,2566,2024-02-14,Mobile,Facebook Ads
6601,909,2024-04-23,Tablet,Organic
6602,169,2024-09-24,Tablet,Facebook Ads
6603,2871,2024-06-27,Tablet,Facebook Ads
6604,2637,2024-07-14,Mobile,Facebook Ads
6605,837,2024-11-13,Tablet,Organic
6606,2362,2024-03-15,Desktop,Organic
6607,2726,2024-01-17,Mobile,Facebook Ads
6608,783,2024-03-24,Desktop,Google Ads
6609,1001,2024-11-05,Desktop,Google Ads
6610,1273,2024-01-21,Tablet,Google Ads
6611,217,2024-10-04,Mobile,Google Ads
6612,1109,2024-06-01,Desktop,Facebook Ads
6613,1889,2024-04-13,Desktop,Organic
6614,866,2024-12-05,Mobile,Facebook Ads
6615,2951,2024-12-30,Tablet,Organic
6616,2481,2024-07-09,Desktop,Google Ads
6617,666,2024-10-14,Desktop,Facebook Ads
6618,1775,2024-10-28,Desktop,Google Ads
6619,1503,2024-03-23,Mobile,Google Ads
6620,390,2024-08-13,Mobile,Google Ads
6621,322,2024-11-06,Mobile,Facebook Ads
6622,2745,2024-07-07,Mobile,Organic
6623,887,2024-05-04,Desktop,Google Ads
6624,1512,2024-02-25,Tablet,Organic
6625,2657,2024-02-05,Desktop,Organic
6626,329,2024-01-20,Desktop,Google Ads
6627,2261,2024-06-19,Tablet,Google Ads
6628,461,2024-11-02,Desktop,Facebook Ads
6629,903,2024-05-10,Mobile,Google Ads
6630,1029,2024-03-11,Tablet,Google Ads
6631,278,2024-05-19,Mobile,Google Ads
6632,506,2024-07-17,Desktop,Facebook Ads
6633,1575,2024-06-06,Mobile,Organic
6634,67,2024-10-15,Mobile,Organic
6635,1885,2024-09-17,Mobile,Facebook Ads
6636,2771,2024-06-09,Mobile,Organic
6637,297,2024-10-15,Desktop,Organic
6638,1207,2024-11-06,Tablet,Google Ads
6639,2363,2024-12-31,Desktop,Facebook Ads
6640,295,2024-01-22,Desktop,Facebook Ads
6641,1253,2024-03-11,Tablet,Organic
6642,2024,2024-11-10,Mobile,Organic
6643,2085,2024-03-18,Tablet,Google Ads
6644,812,2024-08-22,Desktop,Google Ads
6645,1821,2024-02-03,Mobile,Facebook Ads
6646,2526,2024-06-04,Tablet,Google Ads
6647,1694,2024-06-30,Desktop,Facebook Ads
6648,1805,2024-07-01,Mobile,Facebook Ads
6649,1901,2024-12-07,Tablet,Organic
6650,296,2024-03-27,Tablet,Google Ads
6651,1583,2024-09-26,Mobile,Organic
6652,2893,2024-04-14,Mobile,Organic
6653,1295,2024-07-13,Mobile,Google Ads
6654,821,2024-09-26,Mobile,Organic
6655,250,2024-01-28,Mobile,Facebook Ads
6656,1613,2024-02-03,Mobile,Facebook Ads
6657,263,2024-11-09,Mobile,Organic
6658,2781,2024-08-28,Tablet,Google Ads
6659,1801,2024-03-15,Desktop,Organic
6660,1389,2024-12-19,Desktop,Organic
6661,1255,2024-02-28,Desktop,Organic
6662,551,2024-09-05,Desktop,Google Ads
6663,2139,2024-10-31,Tablet,Google Ads
6664,901,2024-03-07,Tablet,Facebook Ads
6665,623,2024-03-11,Mobile,Organic
6666,583,2024-09-18,Desktop,Facebook Ads
6667,584,2024-05-11,Tablet,Google Ads
6668,1799,2024-01-30,Desktop,Organic
6669,2992,2024-03-15,Desktop,Organic
6670,1386,2024-03-21,Desktop,Google Ads
6671,16,2024-01-07,Mobile,Organic
6672,604,2024-04-25,Mobile,Google Ads
6673,1122,2024-11-23,Mobile,Facebook Ads
6674,247,2024-05-22,Mobile,Organic
6675,2713,2024-04-11,Mobile,Facebook Ads
6676,2229,2024-11-19,Tablet,Facebook Ads
6677,1466,2024-01-29,Mobile,Facebook Ads
6678,50,2024-09-27,Desktop,Facebook Ads
6679,737,2024-08-27,Mobile,Organic
6680,2658,2024-10-21,Mobile,Facebook Ads
6681,942,2024-11-11,Desktop,Google Ads
6682,2334,2024-12-25,Tablet,Google Ads
6683,816,2024-03-23,Desktop,Google Ads
6684,360,2024-03-12,Mobile,Organic
6685,687,2024-12-06,Tablet,Organic
6686,998,2024-04-20,Desktop,Organic
6687,2070,2024-02-13,Mobile,Google Ads
6688,1537,2024-02-25,Desktop,Facebook Ads
6689,1175,2024-11-23,Mobile,Facebook Ads
6690,2402,2024-01-28,Tablet,Organic
6691,2136,2024-08-22,Mobile,Organic
6692,363,2024-11-29,Desktop,Organic
6693,2270,2024-12-01,Mobile,Facebook Ads
6694,252,2024-11-20,Mobile,Organic
6695,687,2024-04-03,Mobile,Facebook Ads
6696,807,2024-11-13,Desktop,Google Ads
6697,2820,2024-01-28,Desktop,Google Ads
6698,671,2024-12-06,Tablet,Google Ads
6699,1508,2024-07-07,Desktop,Facebook Ads
6700,924,2024-11-29,Desktop,Facebook Ads
6701,2630,2024-08-24,Desktop,Facebook Ads
6702,912,2024-01-23,Tablet,Google Ads
6703,1388,2024-10-01,Mobile,Facebook Ads
6704,2685,2024-03-06,Mobile,Organic
6705,880,2024-04-14,Desktop,Facebook Ads
6706,1733,2024-01-14,Desktop,Facebook Ads
6707,2312,2024-10-22,Tablet,Google Ads
6708,113,2024-11-05,Mobile,Facebook Ads
6709,59,2024-11-23,Desktop,Organic
6710,1874,2024-02-21,Mobile,Organic
6711,406,2024-09-26,Desktop,Facebook Ads
6712,1354,2024-05-05,Desktop,Organic
6713,728,2024-08-10,Desktop,Google Ads
6714,1464,2024-07-27,Desktop,Organic
6715,450,2024-02-23,Tablet,Google Ads
6716,1280,2024-08-02,Tablet,Facebook Ads
6717,343,2024-08-31,Desktop,Organic
6718,348,2024-05-22,Tablet,Organic
6719,2457,2024-03-22,Desktop,Google Ads
6720,1541,2024-12-26,Tablet,Facebook Ads
6721,1550,2024-01-27,Desktop,Facebook Ads
6722,1709,2024-04-19,Tablet,Organic
6723,2717,2024-04-15,Tablet,Organic
6724,1108,2024-09-22,Tablet,Facebook Ads
6725,1556,2024-09-26,Mobile,Facebook Ads
6726,302,2024-08-25,Desktop,Organic
6727,184,2024-10-24,Tablet,Google Ads
6728,814,2024-05-04,Tablet,Google Ads
6729,44,2024-03-23,Mobile,Google Ads
6730,739,2024-07-22,Mobile,Facebook Ads
6731,355,2024-04-19,Mobile,Google Ads
6732,1761,2024-07-08,Desktop,Google Ads
6733,2306,2024-06-13,Tablet,Google Ads
6734,1663,2024-02-12,Tablet,Organic
6735,2227,2024-07-02,Tablet,Organic
6736,2542,2024-01-14,Desktop,Organic
6737,965,2024-01-06,Mobile,Facebook Ads
6738,1341,2024-08-27,Tablet,Organic
6739,2222,2024-11-20,Desktop,Facebook Ads
6740,901,2024-04-27,Mobile,Facebook Ads
6741,2501,2024-10-31,Mobile,Google Ads
6742,2528,2024-11-23,Tablet,Organic
6743,2882,2024-02-06,Mobile,Google Ads
6744,2953,2024-11-11,Desktop,Facebook Ads
6745,1936,2024-06-15,Mobile,Google Ads
6746,1379,2024-09-21,Tablet,Facebook Ads
6747,1392,2024-09-23,Tablet,Facebook Ads
6748,935,2024-12-24,Tablet,Organic
6749,1951,2024-07-06,Mobile,Facebook Ads
6750,912,2024-04-27,Tablet,Facebook Ads
6751,635,2024-12-23,Desktop,Facebook Ads
6752,1038,2024-02-22,Desktop,Google Ads
6753,2364,2024-04-20,Tablet,Google Ads
6754,328,2024-02-25,Tablet,Google Ads
6755,2991,2024-08-03,Tablet,Google Ads
6756,764,2024-08-02,Desktop,Organic
6757,2005,2024-05-01,Mobile,Google Ads
6758,1155,2024-08-07,Tablet,Google Ads
6759,717,2024-08-19,Desktop,Facebook Ads
6760,2486,2024-09-11,Mobile,Google Ads
6761,818,2024-03-26,Tablet,Facebook Ads
6762,2099,2024-03-19,Desktop,Google Ads
6763,1627,2024-03-29,Tablet,Google Ads
6764,1493,2024-11-27,Tablet,Facebook Ads
6765,80,2024-10-24,Desktop,Organic
6766,924,2024-01-15,Tablet,Organic
6767,736,2024-02-21,Desktop,Google Ads
6768,1054,2024-03-10,Tablet,Facebook Ads
6769,856,2024-07-25,Desktop,Organic
6770,2344,2024-03-27,Mobile,Organic
6771,2379,2024-10-19,Mobile,Google Ads
6772,2573,2024-10-21,Tablet,Organic
6773,1249,2024-09-07,Desktop,Organic
6774,2486,2024-04-26,Desktop,Organic
6775,621,2024-04-29,Tablet,Organic
6776,2761,2024-11-07,Desktop,Facebook Ads
6777,2178,2024-12-23,Mobile,Organic
6778,1305,2024-01-30,Desktop,Facebook Ads
6779,839,2024-07-16,Tablet,Organic
6780,509,2024-07-06,Desktop,Organic
6781,2492,2024-04-29,Tablet,Facebook Ads
6782,569,2024-10-18,Tablet,Organic
6783,276,2024-12-24,Desktop,Organic
6784,206,2024-11-30,Desktop,Facebook Ads
6785,696,2024-03-17,Tablet,Google Ads
6786,1371,2024-10-21,Tablet,Organic
6787,2711,2024-10-10,Tablet,Organic
6788,920,2024-05-28,Desktop,Facebook Ads
6789,1390,2024-07-15,Desktop,Google Ads
6790,1169,2024-10-21,Tablet,Google Ads
6791,1677,2024-05-30,Tablet,Google Ads
6792,1475,2024-05-30,Mobile,Facebook Ads
6793,2422,2024-10-30,Tablet,Organic
6794,799,2024-04-19,Mobile,Facebook Ads
6795,1302,2024-05-23,Desktop,Organic
6796,1400,2024-11-22,Mobile,Facebook Ads
6797,1232,2024-05-05,Mobile,Google Ads
6798,1518,2024-09-02,Mobile,Facebook Ads
6799,1008,2024-11-21,Desktop,Facebook Ads
6800,808,2024-04-14,Desktop,Google Ads
6801,2449,2024-11-11,Mobile,Organic
6802,985,2024-05-22,Desktop,Organic
6803,1736,2024-11-27,Desktop,Organic
6804,493,2024-03-19,Mobile,Google Ads
6805,1109,2024-01-05,Desktop,Facebook Ads
6806,1725,2024-10-20,Mobile,Organic
6807,1155,2024-10-12,Desktop,Organic
6808,539,2024-08-24,Mobile,Organic
6809,1849,2024-11-28,Mobile,Google Ads
6810,2513,2024-01-23,Mobile,Google Ads
6811,1984,2024-03-24,Mobile,Google Ads
6812,408,2024-10-05,Mobile,Google Ads
6813,2691,2024-02-27,Mobile,Facebook Ads
6814,223,2024-03-15,Tablet,Google Ads
6815,1035,2024-09-05,Desktop,Facebook Ads
6816,2793,2024-06-10,Desktop,Google Ads
6817,1946,2024-08-23,Mobile,Google Ads
6818,543,2024-06-05,Mobile,Organic
6819,2867,2024-01-23,Tablet,Organic
6820,1391,2024-08-09,Tablet,Google Ads
6821,1979,2024-10-06,Tablet,Facebook Ads
6822,276,2024-02-09,Tablet,Facebook Ads
6823,1065,2024-09-01,Tablet,Facebook Ads
6824,1397,2024-08-20,Desktop,Organic
6825,605,2024-07-15,Tablet,Facebook Ads
6826,1968,2024-11-10,Desktop,Facebook Ads
6827,2335,2024-07-13,Tablet,Google Ads
6828,1438,2024-07-08,Desktop,Facebook Ads
6829,245,2024-05-26,Desktop,Organic
6830,2539,2024-10-09,Desktop,Facebook Ads
6831,1193,2024-03-17,Mobile,Facebook Ads
6832,1665,2024-05-03,Mobile,Facebook Ads
6833,2777,2024-10-13,Desktop,Organic
6834,2548,2024-10-12,Mobile,Facebook Ads
6835,2839,2024-02-21,Mobile,Facebook Ads
6836,1117,2024-06-11,Mobile,Organic
6837,1994,2024-02-27,Mobile,Facebook Ads
6838,1508,2024-10-24,Tablet,Organic
6839,2728,2024-10-20,Tablet,Organic
6840,1429,2024-02-17,Mobile,Organic
6841,1479,2024-10-30,Tablet,Facebook Ads
6842,1565,2024-06-05,Desktop,Google Ads
6843,1454,2024-11-06,Mobile,Facebook Ads
6844,879,2024-04-04,Desktop,Google Ads
6845,1317,2024-06-16,Mobile,Google Ads
6846,903,2024-05-30,Tablet,Facebook Ads
6847,1150,2024-06-02,Tablet,Organic
6848,1253,2024-09-01,Mobile,Google Ads
6849,2840,2024-01-07,Tablet,Google Ads
6850,2919,2024-08-30,Mobile,Google Ads
6851,833,2024-10-07,Tablet,Google Ads
6852,2383,2024-05-18,Desktop,Facebook Ads
6853,1989,2024-10-24,Desktop,Google Ads
6854,1793,2024-07-06,Tablet,Facebook Ads
6855,591,2024-12-24,Tablet,Google Ads
6856,2281,2024-06-03,Desktop,Facebook Ads
6857,2938,2024-05-07,Desktop,Facebook Ads
6858,363,2024-12-17,Tablet,Facebook Ads
6859,2926,2024-03-13,Mobile,Facebook Ads
6860,2007,2024-08-27,Tablet,Google Ads
6861,2353,2024-01-28,Desktop,Google Ads
6862,1866,2024-08-10,Mobile,Facebook Ads
6863,1873,2024-02-23,Mobile,Organic
6864,2578,2024-02-01,Tablet,Organic
6865,930,2024-03-26,Tablet,Organic
6866,967,2024-11-12,Tablet,Organic
6867,204,2024-03-23,Desktop,Organic
6868,1296,2024-05-22,Desktop,Organic
6869,555,2024-08-09,Mobile,Facebook Ads
6870,1,2024-06-06,Desktop,Google Ads
6871,934,2024-01-17,Mobile,Organic
6872,1243,2024-03-07,Mobile,Organic
6873,616,2024-06-03,Mobile,Organic
6874,1443,2024-01-28,Mobile,Google Ads
6875,2809,2024-08-01,Tablet,Organic
6876,2645,2024-06-12,Tablet,Organic
6877,584,2024-10-14,Desktop,Organic
6878,1633,2024-01-15,Mobile,Google Ads
6879,708,2024-11-04,Tablet,Google Ads
6880,1609,2024-05-26,Desktop,Google Ads
6881,1379,2024-06-18,Mobile,Facebook Ads
6882,706,2024-05-09,Desktop,Facebook Ads
6883,2740,2024-01-01,Tablet,Organic
6884,1520,2024-08-17,Tablet,Facebook Ads
6885,16,2024-12-25,Desktop,Google Ads
6886,2345,2024-02-17,Desktop,Google Ads
6887,1148,2024-01-22,Mobile,Google Ads
6888,2379,2024-06-02,Tablet,Organic
6889,358,2024-06-30,Mobile,Google Ads
6890,2118,2024-05-24,Tablet,Google Ads
6891,1528,2024-03-07,Tablet,Google Ads
6892,758,2024-02-05,Tablet,Organic
6893,2703,2024-11-29,Tablet,Organic
6894,671,2024-08-27,Mobile,Google Ads
6895,2638,2024-03-03,Desktop,Facebook Ads
6896,1761,2024-02-24,Tablet,Google Ads
6897,153,2024-06-23,Mobile,Facebook Ads
6898,777,2024-08-14,Desktop,Organic
6899,2204,2024-03-29,Mobile,Organic
6900,1536,2024-06-17,Desktop,Google Ads
6901,1086,2024-08-26,Tablet,Organic
6902,1603,2024-09-23,Mobile,Facebook Ads
6903,479,2024-08-27,Tablet,Google Ads
6904,712,2024-01-23,Desktop,Organic
6905,1552,2024-12-27,Tablet,Organic
6906,2865,2024-10-09,Mobile,Google Ads
6907,2242,2024-02-01,Tablet,Google Ads
6908,103,2024-08-23,Mobile,Google Ads
6909,1267,2024-10-25,Mobile,Organic
6910,1406,2024-01-28,Desktop,Google Ads
6911,2025,2024-02-15,Mobile,Facebook Ads
6912,139,2024-11-24,Tablet,Facebook Ads
6913,2539,2024-04-27,Desktop,Facebook Ads
6914,2929,2024-08-22,Mobile,Google Ads
6915,2304,2024-11-22,Mobile,Google Ads
6916,509,2024-04-06,Desktop,Organic
6917,2591,2024-05-26,Desktop,Google Ads
6918,2939,2024-12-02,Tablet,Google Ads
6919,2750,2024-07-17,Desktop,Google Ads
6920,1006,2024-05-08,Mobile,Facebook Ads
6921,2445,2024-09-28,Tablet,Facebook Ads
6922,80,2024-09-09,Mobile,Organic
6923,2116,2024-02-23,Mobile,Organic
6924,1736,2024-06-16,Mobile,Organic
6925,297,2024-04-26,Mobile,Facebook Ads
6926,2817,2024-03-31,Desktop,Google Ads
6927,994,2024-08-11,Mobile,Facebook Ads
6928,324,2024-12-15,Desktop,Google Ads
6929,2233,2024-12-07,Mobile,Facebook Ads
6930,2320,2024-12-17,Tablet,Facebook Ads
6931,1825,2024-01-13,Tablet,Facebook Ads
6932,2223,2024-05-01,Desktop,Organic
6933,145,2024-05-25,Mobile,Facebook Ads
6934,2756,2024-12-31,Tablet,Organic
6935,2258,2024-07-16,Desktop,Google Ads
6936,2920,2024-12-08,Mobile,Google Ads
6937,1936,2024-05-01,Mobile,Organic
6938,214,2024-07-22,Mobile,Google Ads
6939,2636,2024-02-03,Tablet,Facebook Ads
6940,2695,2024-01-24,Desktop,Facebook Ads
6941,2406,2024-02-11,Tablet,Facebook Ads
6942,909,2024-08-18,Desktop,Organic
6943,1941,2024-11-12,Mobile,Facebook Ads
6944,544,2024-07-05,Mobile,Google Ads
6945,1226,2024-04-28,Tablet,Organic
6946,350,2024-12-02,Desktop,Facebook Ads
6947,69,2024-07-08,Mobile,Facebook Ads
6948,956,2024-06-10,Desktop,Facebook Ads
6949,2436,2024-12-26,Tablet,Facebook Ads
6950,2410,2024-07-27,Desktop,Facebook Ads
6951,422,2024-01-07,Desktop,Google Ads
6952,1392,2024-12-19,Tablet,Google Ads
6953,1077,2024-08-09,Mobile,Google Ads
6954,2134,2024-05-26,Desktop,Google Ads
6955,2901,2024-09-16,Mobile,Google Ads
6956,632,2024-03-11,Tablet,Organic
6957,2106,2024-06-03,Mobile,Facebook Ads
6958,777,2024-11-21,Desktop,Organic
6959,677,2024-07-30,Tablet,Google Ads
6960,2637,2024-09-16,Desktop,Facebook Ads
6961,2556,2024-11-01,Mobile,Google Ads
6962,345,2024-06-17,Desktop,Facebook Ads
6963,132,2024-12-28,Mobile,Google Ads
6964,216,2024-05-19,Desktop,Google Ads
6965,1600,2024-01-03,Mobile,Google Ads
6966,1913,2024-05-25,Tablet,Organic
6967,2500,2024-10-20,Desktop,Organic
6968,2719,2024-01-18,Desktop,Organic
6969,1784,2024-02-25,Tablet,Google Ads
6970,2139,2024-03-15,Desktop,Google Ads
6971,1427,2024-01-25,Mobile,Google Ads
6972,1151,2024-07-19,Desktop,Google Ads
